Content,label
bAttached are FERC reportsnnn,1
bSummary of what we discussed the other nightnnBackgroundnnnpower  power prices have moved above 1000mwh in the Northwest and are nshowing 600700 for the first quarter of 01 forward prices in California nhave also moved well above the soft cap of 150  Sellers are exporting npower from California to the Northwestnngas  balance of the month gas in California was trading at 2627 with Jan ntrading at 19 feb at 1214 and Summer at 8nnThe Cal gas and power utilities remain unhedged price caps are in place for nretail power and utilities continue to buy power from the ISO and PX while ngas utilities we believe are primarily buying at spot prices even under ntheir long term deals  The power utilities will continue to book large ndeferrals and gas utilities will be passing costs through a month or two nafter incurring them The impact of the gas price increases will begin nshowing up in Jan billings to consumersnncurtailment rules gas  More work to be done here but it appears that gas nutilities will curtail deliveries in the following order  interruptible nfirst with some priority for cogens firm service with utilities nalternating or rolling between generation load and nongeneration load and ncore customers last  Curtailment rules apparently allow the utilities to nconfiscate gas sold to direct access customers,1
bI think it would be a good idea to get together  I would include Eric Thode nas he has been living through the PR battles on a daily basisnnnnnJames D Steffesn05302001 0831 PMnTo Steven J KeanNAEnronEnronncc Richard ShapiroNAEnronEnron Michael TerrasoOTSEnronENRON Kelly nKimberlyEnron CommunicationsEnron Communications nnSubject Bahamas LNGnnSteve nnIn a discussion today with Mike Kelly etc it was apparent that the Public nAffairs team viewed the Bahamas LNG transaction quite cautiously  Given the nrecent issues power plant development has had in Florida big political nfights that are going the wrong way I was wondering if it made sense to nbring together a meeting of all of Public Affairs and the deal team to nanalyze the implications of our development plans  My primary worry is that nPL under water could have severe ecological implications that are not being ninternalized into the transactionnnI would like to try and arrange a meeting to 1 ensure Public Affairs ncoordination and 2 understand the deal impacts better nnPlease advise if Im worrying for no good reasonnnJimnnn,1
bSee attached  Looks fairly minor  a 7500 dollar contribution to the US nTreasury to settle up for our failure to seek license transfer authorization nfrom the FCC for PGEs telecommunications licenses when we merged in 1997n Forwarded by Steven J KeanNAEnron on 06072001 n0517 PM nFrom James DerrickENRONenronXgate on 06072001 0324 PMnTo Steven J KeanNAEnronEnron Mark S PalmerENRONenronXgatencc  nnSubject FW Enron DraftnnnFYI should you get any media questions re this mattern Original MessagenFrom  Williams Robert C  nSent Thursday June 07 2001 945 AMnTo Walls Jr Rob Derrick Jr JamesnCc Ballard AnnnSubject FW Enron DraftnnHere is the proposed consent decree I mentioned in my voice messagenn Original MessagenFrom  Mazer Robert A rmazervelawcomENRON nmailtoIMCEANOTES22Mazer2C20Robert20A2E22203Crmazer40velaw2Ecom3En40ENRONENRONcom nSent Wednesday June 06 2001 955 AMnTo Ballard Ann Williams Robert CnCc Medway Leah EnSubject FW Enron DraftnnI am forwarding the draft Consent Decree prepared by the FCC Please reviewnand forward your comments to us I am going to be out of town starting onnFriday  and will be gone through the following week If you need me mynsecretary can find me Leah Medway 2026396723is up to speed on thisnissue and can help facilitate its resolution with the FCC Best regards BobnMazern          CONFIDENTIALITY NOTICEnThe information in this email may be confidential andor privileged  Thisnemail is intended to be reviewed by only the individual or organizationnnamed above  If you are not the intended recipient or an authorizednrepresentative of the intended recipient you are hereby notified that anynreview dissemination or copying of this email and its attachments if anynor the information contained herein is prohibited  If you have receivednthis email in error please immediately notify the sender by return emailnand delete this email from your system  Thank Younnnn  Enron Consent Decree1docn,1
bThe ecopyn Forwarded by Steven J KeanNAEnron on 06072001 n0344 PM nnnRichard Shapiron05172001 0434 PMnTo Dan LeffHOUEESEES Harry AroraEnronEnronXGatencc Steven J KeanNAEnronEnron nnSubject Demand buydown proposalnnAs we discussed as much flesh as we can put on this by midday ntommorrow would be quite helpful I would think there are significant naggregation opportunities available to us once this is implemented Let me nknow what else you need from me Thanksnnnn,1
bAttached are my editsnnnnnnFrom Rebecca Carter on 05242001 0442 PMnSent by Kelly JohnsonnTo Steven J KeanNAEnronEnronncc  nnSubject Board of Directors Meeting  February 13 2001nnPlease provide comments the attached minutes by June 1 2001 If you approve nas written please let us know Regards RebeccannnnCONFIDENTIALITY NOTICEnnThe information contained in this email may be confidential andor nprivileged This email is intended to be reviewed by the individual or norganization named above If you are not the intended recipient you are nhereby notified that any review dissemination or copying of this email or nits attachments if any or the information contained herein is prohibited nIf you have received this email in error please immediately notify the nsender by return email and delete this email from your system Thank youn,1
bI think it starts off a bit too hot  I would pull up some of the arguments nyou make about the need for additional supply and the importance of nelectricity to our way of life  Id then go into a discussion of the debacle nin the West and how they are now playing catchup  with loud polluting ndiesel generators  as was reported today  Then Id go into how our nplants in Florida represent a very reasonable inobtrusive solution for nFloridannnFrom Eric ThodeENRONenronXgate on 05242001 0907 AMnTo Steven J KeanNAEnronEnron Mark PalmerCorpEnronENRON Karen nDenneCorpEnronENRONncc  nnSubject DRAFT EDITORIAL Enron is Committed to Floridas Energy FuturennIn support of of our three power plant proposals in South Florida I have nwritten an editorial for distribution to South Florida newspapers including nthe Sun Sentinel and Miami Herald  Additionally we would distribute it to a nnumber of small city papers including the Pompano Pelican Deerfield Times nPompano Times Deerfield Observer etcnnNeedless to say no decision has been made regarding releasing it  I would nlike your input on the subject  If we decide to proceed our goal would be nplacement during the first week in June leading up to the next round of nCommission hearings which are scheduled for June 6 8 and 12nnPlease provide comments to me at your earliest convenience  If you have any nquestions please call me at ext 39053nnThanksnnEricnnnn,1
bIs this it  I thought we had heard it from 3 or 4 sources  nnn   ntEnron Capital  Trade Resources CorpntntFrom  Rebecca W Cantrell  ECT                           05242001 1130 AMntnnTo Steven J KeanNAEnronENRONncc Leslie LawnerNAEnronEnron Christi L NicolayHOUECTECT Joe nHartsoeCorpEnronENRON Linda RobertsonNAEnronENRON James D nSteffesNAEnronEnron Richard ShapiroNAEnronEnron nnSubject Re EOL  nnThe attorney for SoCal Edison mentioned it to Randy Rich when they were ndiscussing the data request that SoCal Edison sent ENAEES in the CPUC ncomplaint proceeding  However it has not been brought up in any of the ntestimony filed in the case nor raised at the hearingnnnnnSteven J KeanENRONn05232001 0534 PMnTo Leslie LawnerNAEnronEnron Christi L NicolayHOUECTECT Rebecca W nCantrellHOUECTECT Joe HartsoeCorpEnronENRON Linda nRobertsonNAEnronENRON James D SteffesNAEnronEnron Richard nShapiroNAEnronEnronncc  nSubject nnI just spoke with Clark Smith head of Elpasos merchant arm  I told him nthat we had been hearing that El Paso was blaming Enrononline for problems in nWestern gas markets  He asked for some more specifics about who exactly was nspreading the rumor I told him we had heard it from 34 sources  He nacknowledged that EOL was not the problem said he couldnt believe that it nhad been identified as such and said he would bring it up on his call with nhis Washington team this afternoonnnI think he will put it to rest except for whatever damage has already been ndone  I did promise to get some more specifics on who has told us that El nPaso pointed to us  Can anybody give some info on thatnnnnn,1
bFax the attached word document to Jeff ASAP thanksn Forwarded by Steven J KeanNAEnron on 05242001 n1005 AM nFrom Jeff Dasovich on 05182001 1150 AMnSent by Jeff DasovichnTo sryanaesccom bbaileydukeenergycom LynnALednickyDynegycom njohnharrisonelpasocom rachelkingelpasocom clarksmithelpasocom nskeanenroncom tomallenmirantcom sonnetedmondsmirantcom nrandyharrisonmirantcom alexgoldbergwilliamscomncc  nnSubject Comprehensive SolutionnnThese are the materials that Ken Lay used in his discussions with California nbusiness leaders  The word document was provided as background  Please keep nconfidential and if Ive missed anyone please forward along  Comments are nwelcome and appreciatednnBestnJeffnn,1
bIll be happy to accomodate  I can take you through Enrons view of how nmarkets overall are evolving and how we approach those markets  Id also nlike to spend some time reviewing interstate transmission policy and how it naffects Western energy marketsnnnnnSteve Reynolds SREYNOstatewyus on 05232001 094011 AMnTo skeanenroncomncc slandenroncom nnSubject Wyoming Energy Commission subjectnnSteve it was great to meet you and hear your remarks yesterday  For the nspeaking engagement next Wednesday I would like you to focus upon the Enron nstrategic model of virtual integration of market forces in the evolution of nenergy development  Wyoming represents a huge material resource base and the ncommission is charged with the development and promotion of such  But the nGovernors message is that we cannot see ourselves as producers and exporters nin the traditional sense  We will continue to have the status of a colony if nwe do not recognize the new dynamics of how these market places are nevolving  If you set the stage with a presentation of Enron strategy then nwe will discuss how a state with its agencies and auathority can play a role nin this evolution  I have set your time for 45 minutes which can include a nshort Qand A period  But your message can be as succint as you can make it nand get the point across  You may have to present the Enron case a number of ndifferent ways but the Governor will give you latitude to make the point   nYou will be welcome to participate in a following panel which will address nrole playing by the state and the commission  Plan to join us for lunch  If nyou need more detail let me know  Thanks  Stephennnnn,1
bThanks  We are preparing a memo John has seen it to go out to each of our noffices telling them about this incident and the related ones that occurred nthe same day and including some tips on how to handle such confrontations in nthe futurennnnnJohnPresleyenronnet on 05232001 021425 PMnTo SKeanenroncom MarkPalmerenroncomncc JohnBrindleenronnet DavidCromleyenronnet nnSubject Electricity IssuesnnnnSteveMarknnI have looked into the demonstration by the ACORN group which occurred on 521nat our New York Office 780 3rd Ave I believe you are well aware of thenincident as the office there immediately contacted Mark Palmers group I willnrespond to the building management to discuss security issues and to gain anbetter understanding of the security posture of the facility If you have anynquestions or require further followup please let me know  John PnnJohn PresleynBusiness ControlsnEnron Corp EB4646nExt 58208n Forwarded by John PresleyEnron Communications on 052301 0159 PM nnn                  John Brindle n                               n                  052301     n                  0121 PM     n                               nn  nn  n                                                                            n         To     Skeanenroncom nMarkPalmerenroncom                       n         cc     John PresleyEnron CommunicationsEnron nCommunications       n         Subject     Electricity nIssues                                      n  nnnnnSteveMark  I have asked John Presley to look into this  I am leaving thenbuilding right now but John will be in touch  Please contact him 58208 ifnyou need anything before he calls younn                              JohnnnJohn BrindlenEnron CorporationnBusiness ControlsnTel 7138533843nFax7136468838nemail JohnBrindleEnronnetnn Forwarded by John BrindleEnron Communications on 052301 1258 PM nnn                  Paula Corey  n                               n                  052301     n                  1034 AM     n                               nn  nn  n                                                                            n         To     John BrindleEnron CommunicationsEnron nCommunications       n         cc                                                                 n n         Subject     Electricity nIssues                                      n  nnnnnJohnnnI have just gotten off the phone with the building management for our facilitynin New York We were picketed at 780 3rd Ave and the 100 picketeers stormed nthenlobby We will accrue some additional costs for added security and apparatntlynthe local police were not really on top of the deal He would like us to nprovidenany advance notice if we ever have access to this information Our office wasnspared as thet shut down the elevators during the disturbancennHe will be happy to speak with younnI am on my cell     7135607763nnPaulannnnnn,1
bfyin Forwarded by Steven J KeanNAEnron on 05242001 n0748 AM nFrom Sandra McCubbin on 05232001 0257 PMnTo Steven J KeanNAEnronEnronncc  nnSubject nna number of legislators have told us that they were going to call or send Ken na note of apology for Lockyers quotewould be interested in anyone nactually did itthanksn,1
bI just spoke with Clark Smith head of Elpasos merchant arm  I told him nthat we had been hearing that El Paso was blaming Enrononline for problems in nWestern gas markets  He asked for some more specifics about who exactly was nspreading the rumor I told him we had heard it from 34 sources  He nacknowledged that EOL was not the problem said he couldnt believe that it nhad been identified as such and said he would bring it up on his call with nhis Washington team this afternoonnnI think he will put it to rest except for whatever damage has already been ndone  I did promise to get some more specifics on who has told us that El nPaso pointed to us  Can anybody give some info on that,1
bIs there anything we can tell them about the rates they should expect from nthe utility  I think that will be the biggest concern and we can reduce nbacklash if we can provide them some informationnnnnnPeggy MahoneyEESn05222001 0637 PMnTo Steven J KeanNAEnronEnron Mark PalmerCorpEnronENRON Karen nDenneCorpEnronENRON Max EbertsHOUEESEES Elizabeth nIversEnronEnronXGate Mark KoenigEnronEnronXGate Paula nRiekerEnronEnronXGate Richard ShapiroNAEnronEnron James D nSteffesNAEnronEnron Marty SundeHOUEESEES Evan HughesHOUEESEES nElizabeth TilneyHOUEESEES Diann HuddlesonHOUEESEES Janet R nDietrichHOUEESEES Dan LeffHOUEESEES David W DelaineyHOUEESEES Don nBlackHOUEESEES Mark S MullerHOUEESEES Kenneth LayEnronEnronXGate nVicki SharpHOUEESEESncc  nnSubject Letter to residential customersnnAttached is a draft of the letter wed like to send to our 16000 residential ncustomers on Friday  Pleasenreview and let me know your comments by 12 noon on Wednesdaynnnnn,1
bI think we need to keep the pressure on  I liked the way our basic message nwas evolving over the course of last week  As you pointed out the Japanese nutilities view us as just another annoying US company who is going to come nin bang its head against the wall for a few months and then leave  We need nto continue to reinforce the message that not only are we not going away we nare starting other businesses here to keep us going while we continue to nagitate for reform in the electricity sectornnnnnNicholas ODayn05212001 0437 AMnTo Mark PalmerCorpEnronENRON Jackie GentleLONECTECT Vance nMeyerNAEnronENRONncc Steven J KeanNAEnronEnron John SherriffLONECTECT Mika nWatanabeAPEnronEnron nnSubject Translation  Nikkan Kogyo 521 Enron MentionednnTo date reports on Enrons role in California have been limited to a reprint nof a Sacramento Bee article appearing in the Denki Shimbun  a limited ncirculation publication sponsored by the Japanese utilities Last Friday Mr nOhta President of Chubu Electric and Chairman of the Federation of Electric nPower Companies made some uninformed comments at a regular energy press club nbriefing about Enrons commitment to its Californian customers  Ohta will be nretiring from both positions in two weeks nnIn the past both Chubu Electric and the Federation of Electric Power nCompanies have distanced themselves from Mr Ohtas public comments which are ngenerally considered to be ultra conservative and unsupported by facts As a nresult we have tended to ignore his comments However on this occasion I nthink we need to set the record straight on Enrons role in California I nwould welcome your thoughts on whether we should let the comments pass or nrespondnnOver the past few months we have received various statements from Houston nfor both internal and external consumption explaining Enrons role in nCalifornia Most recently May 10 we received from Peggy Mahoney via Vance nan EES statement dated 1 February entitled Media Statement about EES nResourcing California Customers It would be helpful if there is a ncomprehensive statement that has recently been put together that we could ndistribute here If not we can put something together here tomorrow and nemail it across to you for approval with the aim of getting something out nWednesdaynnAs an aside we had a record 3766 visitors to the EJ website last Friday nthe day the Brattle paper appeared on the websitennkind regards        n Forwarded by Nicholas ODayAPEnron on 05212001 n0538 PM nnnTom Fitzgibbonn05212001 0415 PMnTo MichaelGrimes MichaelGrimesenroncom NicholasODay nNicholasODayenroncom makikoimai makikoimaienroncom nRousseauAnai RousseauAnaienroncom MikaWatanabe nMikaWatanabeenroncom JeremyThirsk JeremyThirskenroncom nMortenEPettersen MortenEPettersenenroncom JosephPHirl nJosephPHirlenroncom JonathanWhitehead nJonathanWhiteheadenroncom evahoeffelman evahoeffelmanenroncom nCarey Sloan sloan21stenergycom stefanniesler nstefannieslerenroncom AkikoHigaki AkikoHigakienroncom nkatylomax katylomaxenroncom brianstanley nbrianstanleyenroncom andyfoote andyfooteenroncom edcattigan nedcattiganenroncom tomfitzgibbon tomfitzgibbonenroncom skean nskeanenroncom markpalmer markpalmerenroncom vancemeyer nvancemeyerenroncom karendenne karendenneenroncom nAnnMSchmidt AnnMSchmidtenroncom jackiegentle njackiegentleenroncomncc  nnSubject Translation  Nikkan Kogyo 521 Enron MentionednnPlease find attached translation of the article Scathing Comment at Press nConference by Hiroji Ota Chairman of The Federation of Electric Power nCompanies of Japan ThumbsUp for Bushx01s New Policy and ThumbsDown for Enronx01ns Proposals from Nikkan Kogyo Shinbumndated May 21nnnnnn,1
bThis is a thorough and helpful analysis  But have we considered the broader nemergency powers the president might have ie beyond the clean air act nwaivers requested by a governor  It would seem that the importance of the ndefense business in California the large number of military facilities the npublic safety hazards of widespread blackouts etc ought to trigger some nbroader authority  nnnnnRichard Shapiron05212001 0526 PMnTo Steven J KeanNAEnronEnronncc  nnSubject Revised Electricity Emergency Authorities MemonnFYIn Forwarded by Richard ShapiroNAEnron on 05212001 n0526 PM nnnLinda Robertsonn05212001 0303 PMnTo Richard ShapiroNAEnronEnron James D SteffesNAEnronEnronncc Sarah NovoselCorpEnronENRON nnSubject Revised Electricity Emergency Authorities MemonnnnHeres a first draft of the emergency powers memo Sarah put together with nVE  We are still awaiting one more section on the Federal Reserves nauthority  As you will note there is remarkable authority vested in the nPresident including eminent domain  Please note page 7 which read in ncombination with footnote 4 gives wide authority to the Federal government  nLets decide soon how we want to use this memo  Thanksn  1408551DOCnnnnnn,1
bWhat do you make of thisn Forwarded by Steven J KeanNAEnron on 05222001 n0346 PM nFrom Sherri SeraENRONenronXgate on 05212001 0257 PMnTo Steven J KeanNAEnronEnronncc  nnSubject FW nnShould have pointed out to look at last sentence of letter  Jeff seemed nparticularly concerned about it  Rob Walls has been in charge of an ongoing ninvestigationinquiry so may be able to shed some light on it SRSnnOriginal MessagenFrom Brelsford Loretta nSent Monday May 21 2001 1011 AMnTo Walls Jr RobnCc Fleming Rosalee Sera SherrinSubject FW nnnRobnnI read parts of the attached letter to Rebecca this morningshe asked that nI forward to you to investigatennLorettannOriginal MessagenFrom amit Patil mailtoamit990inyahoocoinnSent Monday May 21 2001 512 AMnTo McDonald RebeccanCc Lay KennethnSubject nnn n nnnDo You YahoonFor regular News updates go to httpinnewsyahoocomn,1
bIll do it  I saw Steve Reynolds the govs assistant today and told him I nwould do it  I have a lot of respect for Geringer  I may try to persuade nthem that they should reach out to FERC and Congress as a state that sees the nneed for a federal role in transmiission and encourages FERC to act  Any nbackground you have would be most appreciatednnnFrom Susan M Landwehr on 05202001 0935 PMnTo Steven J KeanNAEnronEnronncc Richard ShapiroNAEnronEnron nnSubject Re Gov Geringer meeting  nnSteveunfortunately I really do need you to do this one      nnnnnntSteven J Keannt05172001 1204 PMnttntt To Susan M LandwehrNAEnronEnronntt cc ntt Subject Re Gov Geringer meetingnnId prefer to skip  How big of a problem would that bennnFrom Susan M Landwehr on 05142001 0309 PMnTo Steven J KeanNAEnronEnron Richard ShapiroNAEnronEnronncc Maureen McVickerNAEnronEnron Ginger DernehlNAEnronEnron Paul nKaufmanPDXECTECT nnSubject Gov Geringer meetingnnSteveRIck as you may be aware Governor Geringer personally asked Ken Lay nto come to the kick off meeting of the Wyoming Energy Task Force a group nthat was created by legislative mandate last month  The meeting is on May n30th in Cheyenne  Mr Lay told the Governor that he would not be able to nmake it on that date but promised that a senior Enron exectutive would be nthere  I spoke with Governor Geringers staff person again this past week nand was hoping that Paul Kaufman could be the senior executive but no such nluck unless you give Paul a huge new title  nnIn talking with Maureen I understand that you have a previous conflict Steve nbut I am hoping that you can review your calendar to see if you could make an nadjustment in order to meet the request of the Governor  Your speech would nbe in the morningIve been told about 9 o clock or sowhich would allow nfor you to leave by noonishn  nnnnInnnnnnn,1
bTodays Washington Post contains a favorable comment on negawatts attributed nto House Energy  Commerce Committee Chairman Tauzin following efforts we nmade yesterday with the Chairman and his staff both directly and via our nconsultants  The Post article reads In the coming months Tauzin said nCongress will take steps to allow consumers to sell power back to their local nenergy grids  We of course will continue to push for a version of this nconcept that keeps this process open to multiple buyers and sellers not just nthe local utility  The article dovetails with information directly from nChairman Tauzin and Chairman Barton that they will continue to push our ndemand buydown proposal although we are working with them to shore up nsupport on the committee in the face of opposition from the usual suspects,1
bThanks  Yes I did know about the conference  Ken has a copy of the study nand made reference to it several times during our visits to Sac a couple of nweeks ago  Its nice to occasionally see some rational thinking in nCalifornia  nI look forward to catching up with you when I get back to townnnnnnCarolBentermckinseycom on 05162001 092700 AMnTo skeanenroncomncc SuzanneNimocksmckinseycom nnSubject Re Kenneth Lay Chairman Enronnnn Forwarded by Carol BenterHOUNorthAmericaMCKINSEY on 05162001n0932 AM n                                                                              n             n                     Suzanne                                                  n             n                     Nimocks             To     nSteveKeanenroncom                      n                     05162001          ncc                                               n                     0639 AM            Subject     Re Kenneth Lay nChairman Enron      n                                                                              n             n                                                                              n             nnnnHope you are keeping your head above water  I wanted to let you know aboutnthis request  As you know we did work for the Bay Area Council  I dontnknow if you will be joining Ken on this but I did send you a copy of thenreport a couple of weeks ago  I did not send one to Ken but will  Let menknow if you need any additional copiesn Forwarded by Suzanne NimocksHOUNorthAmericaMCKINSEY on 05162001n0641 AM n                                                                              n             n                     Lenny nMendonca                                                        n                     05152001          To     Alana nOBrien                           n                     0722 PM             nAobrienbayareacouncilorg                     n                                         cc     Michael nCunningham                        n                                          Mcunninghambayareacouncilorg nPaul Lee      n                                          Email PaulLeemckinseycom nSean         n                                          Randolph Email nseanbayeconfororg Tony  n                                          Sugalski Email nTonySugalskimckinseycom n                                          JACQUI MIRANDA bcc nSuzanne                    n                                          nNimocksHOUNorthAmericaMCKINSEY               n                                         Subject     Re Kenneth Lay nChairman Enron      n                                          Document link Suzanne nNimocks                 n                                                                              n             nnnnGood idea  Jacqui knows my calendarnnnLenny Mendoncanphone 4159545161nfax 4156754990nnn                                                                              n                  n                     Alana nOBrien                                                            n                     Aobrienbayareac        To     Lenny Mendonca nEmail                 n                     ouncilorg              lennymendoncamckinseycom nTony Sugalski     n                     05152001 0906         Email nTonySugalskimckinseycom Paul Lee n                     AM                       Email nPaulLeemckinseycom                 n                                              cc     Sean Randolph nEmail                  n                                              seanbayeconfororg Michael nCunningham         n                                              nMcunninghambayareacouncilorg                  n                                              Subject     Kenneth Lay nChairman Enron          n                                                                              n                  nnnnnn200 Pine Street Suite 300  San Francisco CA 941042702nPhone 415 9816600  Fax 415 9816408nInfobayareacouncilorgnnnLenny Tony and PaulnnWe have been contacted by Janet Yamane of Marathon Communications invitingnthe Bay Area Council to sponsor a meeting with Bay Area  CEOs and KennethnLay Chairman of Enron who will be visiting California this week tondiscussnenergy and on  She offered 517 am but added that if that wasnt availablenthat another time could be scheduled further on  Sunne wanted your opinionnon this requestnnFred Furlong Federal Reserve Bank is not available 517 am  So that datenreally wont work  Please advisennAlanannnnnnnnnnAlana OBriennVice President  Operations  Event Managementn4159816600nnnnnnnnn This message may contain confidential andor privileged     n information  If you are not the addressee or authorized to n receive this for the addressee you must not use copy     n disclose or take any action based on this message or any    n information herein  If you have received this message in   n error please advise the sender immediately by reply email n and delete this message  Thank you for your cooperation   nnnnn,1
bIs this a 2001 question  If so it seems to me we shouldnt bother with it  nIf this is a 2002 question then lets discussn Forwarded by Steven J KeanNAEnron on 05172001 n1130 AM nnnRichard Shapiron05162001 0719 PMnTo Steven J KeanNAEnronEnronncc  nnSubject Re Corporate Allocations April 2001nnntnnnCan you help me on this onen Forwarded by Richard ShapiroNAEnron on 05162001 n0718 PM nnnPeter StylesECTn05162001 0207 PMnTo Greg McMahonLONECT Stephen WoodENRONEUEnronXGate  ENRONncc Paul DawsonGovt AffairsLONECTECT Paul HennemeyerLONECTECT Doug nWoodLONECTECT Richard ShapiroNAEnronEnron nnSubject Re Corporate Allocations April 2001  nnI frankly dont see Enron Europe getting 12000 per month value from nEnvironment nor Environmental policy and compliance I have raised with nthe Washington office why someone there is apparently following European nenvironmental legislation and policy when such things can only directly naffect Enron Europes business I see that PR get hit with more than twice nthis amount to pay for our Chief Environmental Officer By copy Im asking nRIck Shapiros view we could obviously take the question up direct with nSteve KeannnDoug may wish to comment on the international project finance allocation nalso from WashingtonnnWe need to schedule a review with you of the May indicative expenditure nreport Would late pm on 29th be convenientnnnnFrom Stephen WoodENRONEUEnronXGate on 05162001 0607 PM GDTnTo Fernley DysonLONECTECT Melissa AllenLONECTECT Mark nPickeringEnronEUEnronXgate Anne EdgleyLONECTECT Jackie nGentleLONECTECT Ted Murphy iiEnronEUEnronXGate Adam nOverfieldEnronEUEnronXGate Rod SayersLONECTECT Mark nEvansLegalLONECTECT Doug WoodLONECTECT Paul HennemeyerLONECTECT nPaul DawsonGovt AffairsLONECTECT Peter StylesLONECTECT Drew nLynchEnronEUEnronXGatencc Michael R BrownLONECTECT Suzanne LaneEnronEUEnronXGate Greg nMcMahonEnronEUEnronXGate Damien CampbellENRONEUEnronXGate Ben nWilliamsENRONEUEnronXGate Nicola LuxfordEUEnronEnron nnSubject Corporate Allocations April 2001nnAll please review the below Corporate allocations for April  Total nallocations for the month are below plan by 11m  Congratulations to HR who nmanaged to get a net credit from Corp of 165k  If you have any questions nplease get back to your management accountant or myselfnnnnregardsnStephen x34738nnnnnnn,1
